NIRE,Empresa,Município,Month,Year,Type
35602059959,AGX INDUSTRIA E COMERCIO DE EQUIPAMENTOS INDUSTRIAIS EIRELI,BRODOWSKI,8,2018,Grupo
35602111748,THEMA VISION CONSULTORIA EIRELI,SAO CAETANO DO SUL,8,2018,Grupo
35602270013,ADRENALINE ARTS IMPRESSOES PUBLICITARIAS EIRELI,SAO PAULO,8,2018,Grupo
35602297001,NOK IMPORTADORA E DISTRIBUIDORA DE PRODUTOS PARA SAUDE EIRELI,SANTANA DE PARNAIBA,8,2018,Grupo
35602308797,MURALHA TOUR TRANSPORTES E TURISMO EIRELI,SANTO ANDRE,8,2018,Grupo
35602308894,BRAVO TECNOLOGIA DE INFORMATICA E REDES EIRELI,SAO PAULO,8,2018,Grupo
35602324318,ADEN ADVANCED CONSULTING EIRELI,SOROCABA,8,2018,Grupo
35602341344,CARVAO BRASA VIVA ITAJOBI EIRELI,ITAJOBI,8,2018,Grupo
35602342103,SSANSERVICE CORRETORA DE SEGUROS EIRELI,SAO PAULO,8,2018,Grupo
35602342171,LUCAS FRANCO DE PAIVA ARAUJO EIRELI,BRAGANCA PAULISTA,8,2018,Grupo
35602342332,MCOF GESTAO DE EMPRESAS E CONSULTORIA EM RECURSOS HUMANOS EIRELI,COTIA,8,2018,Grupo
35602342359,MRZ DISTRIBUIDORA DE BEBIDAS EIRELI,GUARULHOS,8,2018,Grupo
35602342375,CONFECCOES BALARIN EIRELI,TAUBATE,8,2018,Grupo
35630196230,EMPATIA COMERCIO DE ACESSORIOS PARA CELULARES EIRELI,SAO PAULO,8,2018,Grupo
35630196469,AGENCIA LOBBE EIRELI,SAO PAULO,8,2018,Grupo
35630196647,INOVA PROMOTORA EIRELI,GUARULHOS,8,2018,Grupo
35630197031,MAKE HOUSE INTERIOR DESIGNER - EIRELI,SAO PAULO,8,2018,Grupo
35602059991,"LATICINIOS SALUTE EIRELI ""INABILITADA PARA EXERCER ATIVIDADE EMPRESARIAL""",SAO CARLOS,8,2018,Grupo
35602134241,CAFEEIRA SANTO ANTONIO REPRESENTACAO COMERCIAL EIRELI,SANTO ANTONIO DO JARDIM,8,2018,Grupo
35602205394,KIFRUTA INDUSTRIA E COMERCIO DE ALIMENTOS EIRELI,TAQUARITINGA,8,2018,Grupo
35602248310,FAVERO - SERVICOS ADMINISTRATIVOS - EIRELI,JAGUARIUNA,8,2018,Grupo
35602279835,TILLMANN LOPES ADMINISTRADORA DE BENS EIRELI,SAO JOSE DO RIO PRETO,8,2018,Grupo
35602303884,JMN PLUS ADMINISTRACAO E PARTICIPACOES EIRELI,MOGI DAS CRUZES,8,2018,Grupo
35602303914,PEG PET COMERCIAL EIRELI,MOGI DAS CRUZES,8,2018,Grupo
35602309131,JAP LOG TRANSPORTES E LOGISTICA EIRELI,MAUA,8,2018,Grupo
35602324521,RSA RESTAURANTE EIRELI,SOROCABA,8,2018,Grupo
35602327392,CARBONIFERA DO CAMBUI EIRELI,SAO PAULO,8,2018,Grupo
35602343100,DEFENSE CENTRO DE FORMACAO E RECICLAGEM DE VIGILANTES - EIRELI,SAO JOSE DO RIO PRETO,8,2018,Grupo
35602343347,REI DO CORTE INDUSTRIA E COMERCIO DE FERRO E ACO EIRELI,SAO PAULO,8,2018,Grupo
35602343754,C. SILVA DESCARTAVEIS EIRELI,ITAQUAQUECETUBA,8,2018,Grupo
35602344173,V.F. DE OLIVEIRA REPRESENTACAO COMERCIAL EIRELI,SAO PAULO,8,2018,Grupo
35602344432,FLAVIANA SANTOS DE CASTRO SERVICOS E COMERCIO EIRELI,UBATUBA,8,2018,Grupo
35630198127,ANGELO ANTONIO COSTA-CONSTRUTORA EIRELI,SAO PAULO,8,2018,Grupo
35630198488,WOLFF REPRESENTACAO COMERCIAL - EIRELI,SAO PAULO,8,2018,Grupo
35630199794,COMERCIAL SP AVIAMENTOS - EIRELI,SAO PAULO,8,2018,Grupo
35630200563,RESTAURANTE DIVINO GRILL EIRELI,SANTO ANDRE,8,2018,Grupo
35602226618,PAIVA INDUSTRIA E COMERCIO DE TRAILERS EIRELI,AVARE,8,2018,Grupo
35602327775,BARCELOS REPRESENTACAO COMERCIAL EIRELI,FRANCA,8,2018,Grupo
35602344963,VILAR E OLIVEIRA COMERCIO DE PRODUTOS E SERVICOS DE ANIMAIS EIRELI,OSASCO,8,2018,Grupo
35602345102,SANLLACER PRODUTOS ALIMENTICIOS EIRELI,SAO PAULO,8,2018,Grupo
35602345137,ESCOLA CANADENSE JARDINS II EIRELI,SAO PAULO,8,2018,Grupo
35602345471,HERRENKNECHT DO BRASIL MAQUINAS E EQUIPAMENTOS EIRELI.,SAO PAULO,8,2018,Grupo
35602345668,COLEGIO M.S. EIRELI,SAO PAULO,8,2018,Grupo
35602345854,ELI TRANSPORTE RAPIDO EIRELI,TABOAO DA SERRA,8,2018,Grupo
35602345862,AUTO POSTO DOIS IRMAOS SHIOKAWA EIRELI,CAPAO BONITO,8,2018,Grupo
35602345994,INTERBLIN SERVICOS ADMINISTRATIVOS EIRELI,SANTANA DE PARNAIBA,8,2018,Grupo
35602346125,MAXI DESIGNER MOVEIS EIRELI,SANTO ANDRE,8,2018,Grupo
35602346281,UNIFOXGOLD COMERCIO E CONFECCOES DE UNIFORMES EIRELI,SAO PAULO,8,2018,Grupo
35602346354,GALPAO 23 MOVEIS EIRELI,SAO PAULO,8,2018,Grupo
35602367386,MARISA APARECIDA LOURENCO EIRELI,SAO PAULO,8,2018,Grupo
35602367467,MARCELO MARCONDES DO NASCIMENTO EIRELI,SAO JOSE DOS CAMPOS,8,2018,Grupo
35630203481,EZ SERVICOS DE APOIO ADMINISTRATIVOS EIRELI,SAO PAULO,8,2018,Grupo
35630203821,DESTAKTECH SOLUCOES TECNOLOGICAS - EIRELI,SAO PAULO,8,2018,Grupo
35630203929,ARGS TECNOLOGIA EIRELI,SAO PAULO,8,2018,Grupo
35630204178,FERNANDES SERVICOS E COBRANCAS EIRELI,SAO PAULO,8,2018,Grupo
35630204666,MIS VITORIA COMERCIO DE VESTUARIO - EIRELI,SAO PAULO,8,2018,Grupo
35602198428,ORNELLA INTERIORES EIRELI,PIRACICABA,8,2018,Grupo
35602249651,MAX DIESEL COMERCIO DE PECAS EIRELI,ARACATUBA,8,2018,Grupo
35602297965,CONSTRUTORA MANDAGUARI EIRELI,PRAIA GRANDE,8,2018,Grupo
35602309858,LANCHONETE KILO MODA - EIRELI,SAO PAULO,8,2018,Grupo
35602309891,SOLO ESTILO SERVICOS DE CONSTRUCAO E PROJETOS - EIRELI,SAO PAULO,8,2018,Grupo
35602325179,HEXXA SHOWS GESTAO ARTISTICA EIRELI,RIBEIRAO PRETO,8,2018,Grupo
35602327902,MAIS STILO HAIR DESIGN EIRELI,SAO PAULO,8,2018,Grupo
35602350700,"MIGUEL E FILHOS COMERCIO DE FERRAGENS, CHAVES E SERVICOS DE CARIMBO EIRELI",SAO PAULO,8,2018,Grupo
35602367823,GABBOR INDUSTRIA E COMERCIO DE BORRACHAS EIRELI,GUARULHOS,8,2018,Grupo
35602368056,RGA COMERCIO DE AUTOS EIRELI,SAO PAULO,8,2018,Grupo
35602368595,AUTO POSTO LIS EIRELI,FLORIDA PAULISTA,8,2018,Grupo
35602369125,"BRASILIDADE COMERCIO, SERVICOS, IMPORTACAO EIRELI",SAO PAULO,8,2018,Grupo
35602369141,CONVIDA ALIMENTACAO EIRELI,SAO PAULO,8,2018,Grupo
35602369265,SAINT AUBIN ADM E CORRETORA DE SEGUROS EIRELI,BARUERI,8,2018,Grupo
35602369281,IBR ADMINISTRACAO DE BENS PROPRIOS EIRELI,SAO PAULO,8,2018,Grupo
35602369460,ACEFLEX CONTENTORES FLEXIVEIS EIRELI,VIRADOURO,8,2018,Grupo
35630205077,MS AGENCIA DE NOTICIAS EIRELI,SAO PAULO,8,2018,Grupo
35630205158,GCM TREINAMENTO EXECUTIVO EIRELI,SAO PAULO,8,2018,Grupo
35630205352,ITABAC ASSESSORIA E CONSULTORIA EM NEGOCIOS EIRELI,SAO PAULO,8,2018,Grupo
35602251469,PANIFICADORA PAINEIRAS EIRELI,DIADEMA,8,2018,Grupo
35602300052,MG2R1 PARTICIPACOES EIRELI,LIMEIRA,8,2018,Grupo
35602310066,PERFUMARIA GUIA DA BELEZA - EIRELI,SAO PAULO,8,2018,Grupo
35602323036,"GMD MOVEIS & DECORACOES EIRELI - ""EM RECUPERACAO JUDICIAL""",SAO PAULO,8,2018,Grupo
35602328062,JAM STYLE PLANEJADOS EIRELI,SAO PAULO,8,2018,Grupo
35602329999,"TERMOACO BRASIL PECAS EM ACO INOX - EIRELI ""INABILITADA PARA EXERCER ATIVIDADE EMPRESARIAL""",GUARULHOS,8,2018,Grupo
35602369621,ECOTRIPS BRASIL- AGENCIA DE VIAGENS E TURISMO - EIRELI,SAO PAULO,8,2018,Grupo
35602370158,SUPPLY TECH REPRESENTACOES COMERCIAIS - EIRELI,SAO PAULO,8,2018,Grupo
35602370174,IMPACTUS ENGENHARIA E SOLUCOES AMBIENTAIS EIRELI,SAO PAULO,8,2018,Grupo
35602370522,ATS SERVICOS ELETRICOS EIRELI,SAO PAULO,8,2018,Grupo
35602370654,THIAGO GIANNOLLI SILVA EIRELI,SAO BERNARDO DO CAMPO,8,2018,Grupo
35602370875,CGS JEANS COMERCIO DE ROUPAS E ACESSORIOS EIRELI,ITAPECERICA DA SERRA,8,2018,Grupo
35602370913,F F CONTABILIDADE & ASSESSORIA EMPRESARIAL EIRELI,SAO PAULO,8,2018,Grupo
35602389894,BRASIL DEPARTAMENTO E MAGAZINE EIRELI,ITU,8,2018,Grupo
35602389967,POSITIVA ASSESSORIA E CERTIFICACAO DIGITAL - EIRELI,SAO PAULO,8,2018,Grupo
35602251469,PANIFICADORA PAINEIRAS EIRELI,DIADEMA,8,2018,Grupo
35602300052,MG2R1 PARTICIPACOES EIRELI,LIMEIRA,8,2018,Grupo
35602310066,PERFUMARIA GUIA DA BELEZA - EIRELI,SAO PAULO,8,2018,Grupo
35602323036,"GMD MOVEIS & DECORACOES EIRELI - ""EM RECUPERACAO JUDICIAL""",SAO PAULO,8,2018,Grupo
35602328062,JAM STYLE PLANEJADOS EIRELI,SAO PAULO,8,2018,Grupo
35602329999,"TERMOACO BRASIL PECAS EM ACO INOX - EIRELI ""INABILITADA PARA EXERCER ATIVIDADE EMPRESARIAL""",GUARULHOS,8,2018,Grupo
35602369621,ECOTRIPS BRASIL- AGENCIA DE VIAGENS E TURISMO - EIRELI,SAO PAULO,8,2018,Grupo
35602370158,SUPPLY TECH REPRESENTACOES COMERCIAIS - EIRELI,SAO PAULO,8,2018,Grupo
35602370174,IMPACTUS ENGENHARIA E SOLUCOES AMBIENTAIS EIRELI,SAO PAULO,8,2018,Grupo
35602370522,ATS SERVICOS ELETRICOS EIRELI,SAO PAULO,8,2018,Grupo
35602370654,THIAGO GIANNOLLI SILVA EIRELI,SAO BERNARDO DO CAMPO,8,2018,Grupo
35602370875,CGS JEANS COMERCIO DE ROUPAS E ACESSORIOS EIRELI,ITAPECERICA DA SERRA,8,2018,Grupo
35602370913,F F CONTABILIDADE & ASSESSORIA EMPRESARIAL EIRELI,SAO PAULO,8,2018,Grupo
35602389894,BRASIL DEPARTAMENTO E MAGAZINE EIRELI,ITU,8,2018,Grupo
35602389967,POSITIVA ASSESSORIA E CERTIFICACAO DIGITAL - EIRELI,SAO PAULO,8,2018,Grupo
35602251566,PLANAN ASSESSORIA EMPRESARIAL EIRELI,SAO BERNARDO DO CAMPO,8,2018,Grupo
35602282003,COMERCIAL KING MAGAZINE EIRELI,PINDAMONHANGABA,8,2018,Grupo
35602310295,"J & S - PLASTICOS - EIRELI ""EM RECUPERACAO JUDICIAL""",GUARULHOS,8,2018,Grupo
35602318148,"GP MARKETING DIRETO EIRELI ""EM RECUPERACAO JUDICIAL""",SAO CAETANO DO SUL,8,2018,Grupo
35602319870,MASSAS BRASIL DISTRIBUIDORA EIRELI,HORTOLANDIA,8,2018,Grupo
35602323109,CLEMENTINA PRODUCAO CULTURAL EIRELI,SAO PAULO,8,2018,Grupo
35602328313,EDUC21 TREINAMENTO & DESENVOLVIMENTO EDUCADORES EIRELI,SAO PAULO,8,2018,Grupo
35602351102,VIRB COMERCIAL E SERVICOS LOGISTICOS EIRELI,CARAPICUIBA,8,2018,Grupo
35602351145,SACRAMENTANA NEGOCIOS IMOBILIARIOS EIRELI,SAO PAULO,8,2018,Grupo
35602355019,CLEBER PRODUCOES ARTISTICAS EIRELI,RIBEIRAO PRETO,8,2018,Grupo
35602371332,LESILVA GESTAO FINANCEIRA EIRELI,SAO JOSE DO RIO PRETO,8,2018,Grupo
35602371987,AMB CONSULTORIA E ADMINISTRACAO EMPRESARIAL EIRELI,SAO JOSE DO RIO PRETO,8,2018,Grupo
35602372291,ACPLAN COMERCIO E LOCACAO DE EQUIPAMENTOS INDUSTRIAIS EIRELI,MAIRINQUE,8,2018,Grupo
35602372304,OSTI COMERCIO E MOAGEM DE PLASTICO EIRELI,SAO PAULO,8,2018,Grupo
35602372339,ELETRODIESEL COMERCIAL EIRELI,TABOAO DA SERRA,8,2018,Grupo
35602390230,D.C.A. PARTICIPACAO SOCIETARIA EIRELI,OSASCO,8,2018,Grupo
35630211361,MOTRONE ADMINISTRACAO E PARTICIPACOES EMPRESARIAIS EIRELI,SAO PAULO,8,2018,Grupo
35630212618,MULTI NEGOCIOS COMERCIO E SERVICOS EIRELI,SAO PAULO,8,2018,Grupo
35300519311,5GAC-TEC S.A.,SANTANA DE PARNAIBA,8,2018,Sociedade por Acoes
35300519329,SALGUEIRO SOLAR HOLDING S.A.,SAO PAULO,8,2018,Sociedade por Acoes
35300519337,BOTAFOGO FUTEBOL S.A,RIBEIRAO PRETO,8,2018,Sociedade por Acoes
35300519345,CASA OLIVEIRA DO BRASIL S/A,SAO PAULO,8,2018,Sociedade por Acoes
35300519353,NOVPAR PARTICIPACOES S.A.,SAO PAULO,8,2018,Sociedade por Acoes
35300519361,MARITUBA TRANSMISSAO DE ENERGIA S.A.,SAO PAULO,8,2018,Sociedade por Acoes
35300519370,GRAFH ADMINISTRACAO E PARTICIPACOES S/A,SAO PAULO,8,2018,Sociedade por Acoes
35300519388,SOLARIS TRANSMISSAO DE ENERGIA S.A.,SAO PAULO,8,2018,Sociedade por Acoes
35300519396,DG HOLDING ADMINISTRACAO E PARTICIPACOES S/A,SAO BERNARDO DO CAMPO,8,2018,Sociedade por Acoes
35300519400,GOYAZ TRANSMISSAO DE ENERGIA S.A.,SAO PAULO,8,2018,Sociedade por Acoes
35300519418,DUNAS TRANSMISSAO DE ENERGIA S.A.,SAO PAULO,8,2018,Sociedade por Acoes
35300519426,SAO FRANCISCO TRANSMISSAO DE ENERGIA S.A.,SAO PAULO,8,2018,Sociedade por Acoes
35300519434,RIOPAR FRESAGEM E RECICLAGEM S/A,BRAGANCA PAULISTA,8,2018,Sociedade por Acoes
35300519442,EMPRESA MUNICIPAL DE MOBILIDADE URBANA DE MARILIA - EMDURB,MARILIA,8,2018,Sociedade por Acoes
35300519451,BORBOREMA TRANSMISSAO DE ENERGIA S.A.,SAO PAULO,8,2018,Sociedade por Acoes
35300519469,REC SS HIGIENOPOLIS EMPREENDIMENTOS S.A.,SAO PAULO,8,2018,Sociedade por Acoes
35300519477,IPIRANGA BIOENERGIA MOCOCA S.A.,MOCOCA,8,2018,Sociedade por Acoes
35300519485,ELVALE ADMINISTRACAO DE BENS E PARTICIPACOES S.A.,COTIA,8,2018,Sociedade por Acoes
35300519493,OMAHA INVESTIMENTOS E PARTICIPACOES S.A.,SAO PAULO,8,2018,Sociedade por Acoes
