NIRE,Empresa,Município,Month,Year,Type
35600825841,"KMS - ENGENHARIA E MONTAGENS INDUSTRIAIS EIRELI ""INABILITADA PARA EXERCER ATIVIDADE EMPRESARIAL"".",SAO JOSE DOS CAMPOS,5,2015,Grupo
35600855057,ALVARO CAMPOY EIRELI,OSVALDO CRUZ,5,2015,Grupo
35600859508,AUTO POSTO ARAUJO EIRELI,NHANDEARA,5,2015,Grupo
35600859818,PHAEL CONFECCOES DE AURIFLAMA EIRELI.,AURIFLAMA,5,2015,Grupo
35600867942,VIACOM ASSESSORIA EM DESPACHOS EIRELI,BAURU,5,2015,Grupo
35600901539,AGOSTINELLI INTERMEDIACAO DE NEGOCIOS EMPRESARIAIS EIRELI,SAO JOSE DO RIO PRETO,5,2015,Grupo
35600908533,EMINENCE CONCEPT STORE EIRELI,JAGUARIUNA,5,2015,Grupo
35600919586,ADMINISTRACAO DE BENS E CONDOMINIOS ZENNITE LITORAL EIRELI,BERTIOGA,5,2015,Grupo
35600919802,T.W DOS SANTOS GRAFICA E EDITORA EIRELI,SANTOS,5,2015,Grupo
35600926132,INDUSTRIA B. DE ALMEIDA RIBEIRO EIRELI,CONCHAL,5,2015,Grupo
35600926272,ZAN - LIN INDUSTRIA E COMERCIO DE PLASTICOS EIRELI,PIRACICABA,5,2015,Grupo
35600926370,LLPA ADMINISTRADORA DE BENS EIRELI,PIRACICABA,5,2015,Grupo
35600937410,DELICIA - INDUSTRIA E COMERCIO DE ALIMENTOS - EIRELI,SAO PAULO,5,2015,Grupo
35600937479,SOLUCAO SERVICOS TERCEIRIZADOS EIRELI,SAO PAULO,5,2015,Grupo
35600946869,TRANSPORTES DECISAO EIRELI,SUMARE,5,2015,Grupo
35600947041,MDT JUNIOR CONSULTORIA EIRELI,CAMPINAS,5,2015,Grupo
35600947105,"FERROLINIA COMERCIO DE FERRO E ACO EIRELI ""INABILITADA PARA EXERCER ATIVIDADE EMPRESARIAL"".",PAULINIA,5,2015,Grupo
35600948535,QUEEN BROKERS NEGOCIOS IMOBILIARIOS E SEGUROS GERAIS - EIRELI,SAO PAULO,5,2015,Grupo
35600951722,VERMELHO BATON COMERCIO DE ROUPAS E ESSENCIAS - EIRELI,SAO PAULO,5,2015,Grupo
35600953768,JOSE OTAVIO VISIONI REPRESENTACOES EIRELI,SOROCABA,5,2015,Grupo
35600953881,REMO SKALA CENTER MODAS EIRELI,IPERO,5,2015,Grupo
35600954331,VILLA SANSU EVENTOS E CONVENCOES EIRELI,SALTO DE PIRAPORA,5,2015,Grupo
35600955949,R.G.G .COM COMERCIAL EIRELI,SAO PAULO,5,2015,Grupo
35600955990,CONFECCOES DUDA EIRELI,SANTA ISABEL,5,2015,Grupo
35600956040,GLOBAL PRIME COMERCIO E TRANSPORTES EIRELI,JACAREI,5,2015,Grupo
35600956341,ENGECON COMUNICACAO EIRELI,GUARULHOS,5,2015,Grupo
35600956490,ICE CLASS COMERCIO DE SORVETES EIRELI,GUARULHOS,5,2015,Grupo
35600956635,BFC PRODUTOS E SERVICOS PARA SOLDA EIRELI,GUARULHOS,5,2015,Grupo
35600958514,P.H. DOS S. AMORIM COMUNICAO E SERVICOS EIRELI,SAO PAULO,5,2015,Grupo
35600958557,B.SANTANA COMERCIO DE VESTUARIO MASCULINO EIRELI,SAO PAULO,5,2015,Grupo
35600958671,ARZ TECNOLOGIA EM SERVICOS EIRELI,SAO PAULO,5,2015,Grupo
35600958913,SARANDI EXPRESS EIRELI,SAO PAULO,5,2015,Grupo
35600959448,"STEEL PACK INDUSTRIA E COMERCIO - EIRELI ""INABILITADA PARA EXERCER ATIVIDADE EMPRESARIAL""",SAO PAULO,5,2015,Grupo
35600959740,MZ NEGOCIOS ADMINISTRATIVOS EIRELI,SAO PAULO,5,2015,Grupo
35600965031,OMENA BARBOSA SERVICOS MEDICOS - EIRELI,CAMPINAS,5,2015,Grupo
35600965171,DAME CONSTRUTORA EIRELI,SAO JOSE DO RIO PRETO,5,2015,Grupo
35600965286,TROPICAL TRADE IMPORTACAO E EXPORTACAO EIRELI,CEDRAL,5,2015,Grupo
35600965294,AGRO EG SERVICOS E CORRETORA DE CEREAIS - EIRELI,GUAPIACU,5,2015,Grupo
35600970581,MODENA PLAST INDUSTRIA E COMERCIO DE EMBALAGENS PLASTICAS - EIRELI,SAO PAULO,5,2015,Grupo
35600970697,ECOTECH COMERCIO E DISTRIBUICAO EIRELI,SAO PAULO,5,2015,Grupo
35600971014,NOVA VISAO INDUSTRIA & COMERCIODE PLASTICOS - EIRELI,SAO PAULO,5,2015,Grupo
35600972193,SERVLINE INFRA ESTRUTURA E INFORMATICA EIRELI,SAO PAULO,5,2015,Grupo
35600972207,"BOM FERRO DEPOSITO DE MATERIAIS E SERVICOS EIRELI - ""INABILITADA PARA EXERCER ATIVIDADE EMPRESARIAL""",SAO PAULO,5,2015,Grupo
35600972347,METALPLASTIC COMERCIO DE METAIS E PLASTICOS EIRELI,ITAQUAQUECETUBA,5,2015,Grupo
35600972410,LUCA INTERMEDIACOES E AGENCIAMENTOS EIRELI,TREMEMBE,5,2015,Grupo
35600972461,M. J. T. DE FRANCA EIRELI,TAUBATE,5,2015,Grupo
35600972509,PLASTICOM COMERCIO DE PLASTICOS E SERVICOS DE RECICLAGEM EIRELI,SAO PAULO,5,2015,Grupo
35600972606,"CROMO TECIDOS EIRELI ""INABILITADA PARA EXERCER ATIVIDADE EMPRESARIAL""",SAO PAULO,5,2015,Grupo
35600974994,M.R.FACCIOLI SUPORTE EMPRESARIAL - EIRELI,SAO PAULO,5,2015,Grupo
35600975117,COMBO LOGISTICA E TRANSPORTES EIRELI,SANTANA DE PARNAIBA,5,2015,Grupo
35600975575,RF TECNOLOGIA E SOFTWARE EIRELI,SAO PAULO,5,2015,Grupo
35600975605,FSF PROPAGANDA EIRELI,SAO PAULO,5,2015,Grupo
35600975613,ISO IMPORTACAO E EXPORTACAO EIRELI,SAO PAULO,5,2015,Grupo
35600975630,GOUVEIA PROPAGANDA E MARKETING EIRELI,SAO PAULO,5,2015,Grupo
35600975851,VILLE TAXI TRANSPORTES E LOCACOES EIRELI,BARUERI,5,2015,Grupo
35600977624,VEGETAO ALIMENTACAO EIRELI,SAO PAULO,5,2015,Grupo
35600979350,FLAKETEK POLIMEROS EIRELI,COTIA,5,2015,Grupo
35600979431,ALEXANDRINA LOCADORA DE VEICULOS EIRELI,SAO PAULO,5,2015,Grupo
35600979457,LOCKSEG SERVICOS DE VIGILANCIA EIRELI,SAO PAULO,5,2015,Grupo
35600982814,LIVIA MARIA NOGUEIRA FERRACIOLLI EIRELI,SAO JOSE DO RIO PARDO,5,2015,Grupo
35600982881,TRITON PARTICIPACOES EIRELI,AMERICANA,5,2015,Grupo
35600982954,"MAGA PLAZA HOTEL E TURISMO EIRELI ""EM RECUPERACAO JUDICIAL""",SAO JOSE DO RIO PARDO,5,2015,Grupo
35600983012,TELFORM ESCOLA DE FORMACAO DE SEGURANCAS EIRELI,SAO JOAO DA BOA VISTA,5,2015,Grupo
35600986500,MERCADAO DE CARNES D'ABRIL - EIRELI,OSASCO,5,2015,Grupo
35600986569,PALMATEX TEXTIL COMERCIO DE TECIDOS EIRELI,SAO PAULO,5,2015,Grupo
35600986798,EMO CONTABIL - EIRELI,SAO PAULO,5,2015,Grupo
35600986801,BIOENERGIA SERVICOS DE INSTALACAO E MANUTENCAO EIRELI,SANTO ANDRE,5,2015,Grupo
35600989053,D.R. COSMETICOS EIRELI,ITAQUAQUECETUBA,5,2015,Grupo
35600989436,VANZINE KAZE DISTRIBUIDORA EIRELI,SAO PAULO,5,2015,Grupo
35600989789,CEBSS - COMERCIO DE EMBALAGENS - EIRELI,SAO PAULO,5,2015,Grupo
35600989932,ANHEMBI SERVICOS ADMINISTRATIVO EIRELI,COTIA,5,2015,Grupo
35600989967,AP PRODUCOES E IMAGENS FOTOGRAFICAS EIRELI,SAO PAULO,5,2015,Grupo
35600991279,DE MARCAS VEICULOS LTDA,MOGI DAS CRUZES,5,2015,Grupo
35600992691,BESTBURGER LANCHONETE EIRELI,SAO PAULO,5,2015,Grupo
35600992925,K.C.S. COMERCIAL IMPORTACAO EXPORTACAO E REPRESENTACOES EIRELI,SAO PAULO,5,2015,Grupo
35600993107,CONSTRUCOES E INCORPORACOES - CEI - EIRELI,SAO PAULO,5,2015,Grupo
35600993204,G R B - IMPORT & PARTICIPACOES EIRELI,RIBEIRAO PRETO,5,2015,Grupo
35600993239,AMPIX EVENTOS E PRODUCOES - EIRELI,SAO PAULO,5,2015,Grupo
35600993581,STRONG HOUSE SERVICE TERCEIRIZACAO EIRELI,SAO PAULO,5,2015,Grupo
35600993590,FK SERVICOS EMPRESARIAIS EIRELI,SAO PAULO,5,2015,Grupo
35600995118,ACOS PRADO SOUZA EIRELI,GUARAREMA,5,2015,Grupo
35600995185,MF INDUSTRIA E COMERCIO DE METAIS EIRELI,GUARULHOS,5,2015,Grupo
35600996441,ALPHAFLEX MONTAGEM E REMOCAO EIRELI,SAO PAULO,5,2015,Grupo
35600998931,"CALCADOS J BRAND I- EIRELI - ""INDISPONIBILIDADE DE BENS RESTRITA AOS BENS QUE COMPOEM O ATIVO PREMANENTE.",SAO PAULO,5,2015,Grupo
35600998940,"CALCADOS J BRAND III - EIRELI ""INDISPONIBILIDADE DE BENS RESTRITA AOS BENS QUE COMPOEM O ATIVO PERMANENTE""",SAO PAULO,5,2015,Grupo
35600999121,"WORD BLUE COMERCIAL IMPORTACAO EXPORTACAO E REPRESENTACOES EIRELI. ""CNPJ NULO, POR ORDEM ADMINISTRATIVA""",RIBEIRAO PRETO,5,2015,Grupo
35600999652,SUPERMERCADO TANABI EIRELI,TANABI,5,2015,Grupo
35600999725,VITAMINA PROMOCIONAL MONTAGEM E COMERCIO DE PECAS PERSONALIZADAS - EIRELI,SAO PAULO,5,2015,Grupo
35600999750,CLINICA DE RADIONCOLOGIA DE SAO PAULO - EIRELI,SAO PAULO,5,2015,Grupo
35601000217,PROMOVA & BRINDE - EIRELI,SAO PAULO,5,2015,Grupo
35601000241,MELLAO & SKAF INDUSTRIA E COMERCIO DE COLCHOES EIRELI,POA,5,2015,Grupo
35601000527,BOX ELEGANCE EIRELI,SAO PAULO,5,2015,Grupo
35601000900,VALE DOURADO HOLDING EIRELI,SAO PAULO,5,2015,Grupo
35601000934,SARYLON INDUSTRIA E COMERCIO EIRELI,SAO PAULO,5,2015,Grupo
35601000942,SEWIS ADMINISTRACAO E PARTICIPACAO EIRELI,SAO PAULO,5,2015,Grupo
35601001060,ALMEIDA FIGUEIREDO SERVICOS DE APOIO EIRELI,SAO PAULO,5,2015,Grupo
35601001639,CLNT PRESENTES E ACESSORIOS EIRELI,SAO PAULO,5,2015,Grupo
35601001728,MOCALUCI COMERCIO E EVENTOS EIRELI,SAO PAULO,5,2015,Grupo
35601001809,W.N.J. SUSHI DELIVERY EIRELI,SAO PAULO,5,2015,Grupo
35601002058,MECABRAZIL INDUSTRIA DE PECAS AUTOMOTIVAS EIRELI,SAO PAULO,5,2015,Grupo
35601002520,DOCERIA MARYBELLA - EIRELI,SAO PAULO,5,2015,Grupo
35601002732,NOSSO CAO ALIMENTOS PET EIRELI,IGUAPE,5,2015,Grupo
35601002856,ALL LIGAS ASSESSORIA E CONSULTORIA EIRELI,SAO PAULO,5,2015,Grupo
35601003003,"PROJETTIC BENS, NEGOCIOS, COMERCIO IMPORTACOES & EXPORTACAOES EIRELI",ARUJA,5,2015,Grupo
35601003038,"G.T.F. COMERCIO DE ARTIGOS DE CAMA, MESA E BANHO EIRELI",SAO PAULO,5,2015,Grupo
35601006509,BEFRESH DELIVERY EIRELI,SAO PAULO,5,2015,Grupo
35601006771,"GAROTA FORMOSA COMERCIO ATACADISTA DE COSMETICOS EIRELI. ""EM RECUPERACAO JUDICIAL""",SAO PAULO,5,2015,Grupo
35601006959,S2 COMUNICACAO VISUAL EIRELI,SAO PAULO,5,2015,Grupo
35601007017,PROCONCRETO CONSTRUCOES E SERVICOS EIRELI,SAO PAULO,5,2015,Grupo
35601007581,QANTA TRADE IMPORTACAO & EXPORTACAO EIRELI,SAO PAULO,5,2015,Grupo
35601019449,A4 DIESEL IMPORTACAO E EXPORTACAO DE MERCADORIA EM GERAL EIRELI,SAO PAULO,5,2015,Grupo
35601019791,COMERCIO DE BEBIDAS E ALIMENTOS TAMBORIM EIRELI,SAO PAULO,5,2015,Grupo
35601020153,CONSTRUTORA COSTA ANDRADE EIRELI,SAO PAULO,5,2015,Grupo
35601020200,C & M COMERCIO DE ARMARINHO EIRELI,SAO PAULO,5,2015,Grupo
35601027514,R.M. ARMAZENAGEM E LOGISTICA - EIRELI,GUARULHOS,5,2015,Grupo
35601027603,"SI LEAL - PIZZARIA E RESTAURANTE EIRELI ""EM RECUPERACAO JUDICIAL""",SAO PAULO,5,2015,Grupo
35601027972,LA VALLE DO BRASIL EIRELI,SAO PAULO,5,2015,Grupo
35601028073,MAXTECNICA SERVICOS INTEGRALIZADOS EIRELI,JUQUITIBA,5,2015,Grupo
35601028324,COSMOQUIMICA INDUSTRIA E COMERCIO EIRELI,BARUERI,5,2015,Grupo
35300477791,STAN GUEDALA PREMIUM EMPREENDIMENTOS IMOBILIARIOS SPE S.A,SAO PAULO,5,2015,Sociedade por Acoes
35300477804,TRANSMEDIA ENTERTAINMENT NETWORK S.A.,SAO PAULO,5,2015,Sociedade por Acoes
35300477812,SAO JOSE PADRINHO AGROPECUARIA S.A.,SAO CARLOS,5,2015,Sociedade por Acoes
35300477821,FDU CONFECCOES S.A.,SAO PAULO,5,2015,Sociedade por Acoes
35300477839,JJPM EMPREENDIMENTOS E PARTICIPACOES S.A.,TATUI,5,2015,Sociedade por Acoes
35300477847,MPP ADMINISTRACAO E PARTICIPACOES S.A.,PRAIA GRANDE,5,2015,Sociedade por Acoes
35300477855,NDZO PARTICIPACOES S.A.,SAO VICENTE,5,2015,Sociedade por Acoes
35300477863,"C&I PARTNERS PRESTADORA DE SERVICOS S.A. ""EM LIQUIDACAO""",SAO PAULO,5,2015,Sociedade por Acoes
35300477871,R5 HOLDING S/A,BAURU,5,2015,Sociedade por Acoes
35300477880,NETPARTNERS PARTICIPACOES S.A.,SAO PAULO,5,2015,Sociedade por Acoes
35300477898,CARAMBOLA PARTICIPACOES S.A.,SAO PAULO,5,2015,Sociedade por Acoes
35300477901,PORTO PET ADMINISTRACAO DE PLANOS DE SAUDE ANIMAL S.A.,SAO PAULO,5,2015,Sociedade por Acoes
35300477910,C.L.G. EMPREENDIMENTO IMOBILIARIO - SPE S.A.,SAO PAULO,5,2015,Sociedade por Acoes
35300477928,ATOM CONSULTORIA EMPRESARIAL S/A,SOROCABA,5,2015,Sociedade por Acoes
35300477936,NOVA ENERGIA PARTICIPACOES S. A.,SAO PAULO,5,2015,Sociedade por Acoes
35300477944,GAP GESTAO DE BENS PROPRIOS S/A,SAO PAULO,5,2015,Sociedade por Acoes
35300477952,HARALD INDUSTRIA E COMERCIO DE ALIMENTOS S.A.,SANTANA DE PARNAIBA,5,2015,Sociedade por Acoes
35300477961,SANTA MARCIA EMPREENDIMENTOS E PARTICIPACOES S.A.,SAO PAULO,5,2015,Sociedade por Acoes
35300477979,TEKIHIMI EMPREENDIMENTOS E PARTICIPACOES S/A,IGARATA,5,2015,Sociedade por Acoes
35300477987,CAMPO RICO BRASIL COMERCIO DE FERTILIZANTES S.A.,SAO PAULO,5,2015,Sociedade por Acoes
35300477995,UPBUS QUALIDADE EM TRANSPORTES S.A.,SAO PAULO,5,2015,Sociedade por Acoes
35300478002,COVERPAN INDUSTRIA E COMERCIO DE EMBALAGENS S.A.,INDAIATUBA,5,2015,Sociedade por Acoes
35300478011,SANTA TANIA EMPREENDIMENTOS E PARTICIPACOES S.A.,SAO PAULO,5,2015,Sociedade por Acoes
35300478029,SPE TURYA BRAGANCA S.A,BRAGANCA PAULISTA,5,2015,Sociedade por Acoes
35300478037,LFI PARTICIPACOES S.A.,SAO PAULO,5,2015,Sociedade por Acoes
35300478045,SOEG ALPHAVILLE VEICULOS S/A,BARUERI,5,2015,Sociedade por Acoes
35300478061,AMERICA HOLDING PARTICIPACOES S.A,SAO PAULO,5,2015,Sociedade por Acoes
35300478070,NOSTRA S.A,SAO PAULO,5,2015,Sociedade por Acoes
35300478088,EXPERTI SAP SOLUTIONS S/A,SAO PAULO,5,2015,Sociedade por Acoes
35300478096,QUATRO RIB - EMPREENDIMENTOS E PARTICIPACOES S/A,SAO PAULO,5,2015,Sociedade por Acoes
35300478100,ONE TO ONE ENGINE DESENVOLVIMENTO E LICENCIAMENTO DE SISTEMAS DE INFORMATICA S.A.,SAO PAULO,5,2015,Sociedade por Acoes
35300478118,CAEPA- COMPANHIA DE AGUA E ESGOTO DE PARAIBUNA S.A.,PARAIBUNA,5,2015,Sociedade por Acoes
35300478126,REC SAPHYR BOSSA NOVA EMPREENDIMENTOS S.A.,SAO PAULO,5,2015,Sociedade por Acoes
35300478134,REC SS MORUMBI EMPREENDIMENTOS S.A.,SAO PAULO,5,2015,Sociedade por Acoes
35300478142,LOGCONSULT CONSULTORIA S.A.,SAO PAULO,5,2015,Sociedade por Acoes
35300478151,FRADIQUE EMPREENDIMENTOS IMOBILIARIOS SA,SAO PAULO,5,2015,Sociedade por Acoes
35300478169,PORTO DO DELTA ENERGIA S.A.,SAO PAULO,5,2015,Sociedade por Acoes
35300478177,COMPPLIED COMPUTACAO APLICADA S.A.,SAO PAULO,5,2015,Sociedade por Acoes
35300478185,MAINA PARTICIPACOES S.A.,SAO PAULO,5,2015,Sociedade por Acoes
35300478193,HIM PARTICIPACOES S.A.,SAO PAULO,5,2015,Sociedade por Acoes
